20000,2017,12_Diciembre,Introduction,1,,2017,12,0,sp,20000_2,2,1
20001,2017,12_Diciembre,Cosas que hacemos por el Dolor Toracico-Parte 2,1,,2017,12,0,sp,20001_2,2,1
20002,2017,12_Diciembre,Paper Chase 1 – Una mejor herramienta para excluir TEP,1,,2017,12,0,sp,20002_2,2,1
20003,2017,12_Diciembre,La Historia de Mark,1,,2017,12,0,sp,20003_2,2,1
20004,2017,12_Diciembre,Ulceras de Pie Diabetico,1,,2017,12,0,sp,20004_2,2,1
20005,2017,12_Diciembre,"Paper Chase 2 -En sepsis, el tiempo para los antibioticos si importa",1,,2017,12,0,sp,20005_2,2,1
20006,2017,12_Diciembre,Pancreatitis,1,,2017,12,0,sp,20006_2,2,1
20007,2017,12_Diciembre,Realizando tareas de forma incremental,1,,2017,12,0,sp,20007_2,2,1
20008,2017,12_Diciembre,Presion del Ventilador,1,,2017,12,0,sp,20008_2,2,1
20009,2017,12_Diciembre,Paper Chase 3 – Ultrasonido y retrasos en la RCP,1,,2017,12,0,sp,20009_2,2,1
20010,2017,12_Diciembre,Rounds de Farmacologia – Ceftriaxona en Enfermedad Inflamatoria Pelviana,1,,2017,12,0,sp,20010_2,2,1
20011,2017,12_Diciembre,Encontrando la felicidad en medicina de urgencia – Es un trabajo que es facil de amar (odiar).,1,,2017,12,0,sp,20011_2,2,1
20012,2017,12_Diciembre,Reversion de NOACs,1,,2017,12,0,sp,20012_2,2,1
20013,2017,12_Diciembre,Temas medico-legales-Torsion testicular,1,,2017,12,0,sp,20013_2,2,1
20014,2017,12_Diciembre,Reduccion de danos en usuarios de opioides,1,,2017,12,0,sp,20014_2,2,1
20015,2017,12_Diciembre,Paper Chase 4 – Uso de Tetracaina en abrasions corneales,1,,2017,12,0,sp,20015_2,2,1
20016,2017,12_Diciembre,Que agente usar en sedacion para procedimientos,1,,2017,12,0,sp,20016_2,2,1
20017,2017,12_Diciembre,Paper Chase 5 – Diagnostico de Globo ocular abierto por TC,1,,2017,12,0,sp,20017_2,2,1
20018,2017,12_Diciembre,Desde el Correo,1,,2017,12,0,sp,20018_2,2,1
20019,2018,01_Enero,Introduccion Enero,1,,2018,1,0,sp,20019_2,2,1
20020,2018,01_Enero,HEART Score,1,,2018,1,0,sp,20020_2,2,1
20021,2018,01_Enero,Paper Chase 1,1,,2018,1,0,sp,20021_2,2,1
20022,2018,01_Enero,Hiperbilirrubinemia,1,,2018,1,0,sp,20022_2,2,1
20023,2018,01_Enero,AngioTC versus AngioRM ,1,,2018,1,0,sp,20023_2,2,1
20024,2018,01_Enero,Paper Chase 2,1,,2018,1,0,sp,20024_2,2,1
20025,2018,01_Enero,Ciber Seguridad,1,,2018,1,0,sp,20025_2,2,1
20026,2018,01_Enero,Paper Chase 3,1,,2018,1,0,sp,20026_2,2,1
20027,2018,01_Enero,Que es parada cardiaca,1,,2018,1,0,sp,20027_2,2,1
20028,2018,01_Enero,Paper Chase 4,1,,2018,1,0,sp,20028_2,2,1
20029,2018,01_Enero,Errores en Intubacion en Secuencia Rapida,1,,2018,1,0,sp,20029_2,2,1
20030,2018,01_Enero,Abscesos,1,,2018,1,0,sp,20030_2,2,1
20031,2018,01_Enero,Hiperemesis Gravidica,1,,2018,1,0,sp,20031_2,2,1
20032,2018,01_Enero,Posicion de la Muerte,1,,2018,1,0,sp,20032_2,2,1
20033,2018,01_Enero,Imagenes en Ortopedia,1,,2018,1,0,sp,20033_2,2,1
20034,2018,01_Enero,Paper Chase 5,1,,2018,1,0,sp,20034_2,2,1
20035,2018,01_Enero,Estudio de Orina No Invasivo,1,,2018,1,0,sp,20035_2,2,1
20036,2018,01_Enero,Arana Reclusa Parda,1,,2018,1,0,sp,20036_2,2,1
20037,2018,01_Enero,Consentimiento Informado,1,,2018,1,0,sp,20037_2,2,1
20038,2018,01_Enero,Otitis Externa,1,,2018,1,0,sp,20038_2,2,1
20039,2018,01_Enero,Enero MP3 Resumen,1,EMRAP 2018 01 Enero MP3 Resumen,2018,1,0,sp,20039_2,2,1
20040,2018,02_Febrero,Introduccion Febrero,1,Introduccion Febrero,2018,2,0,sp,20040_2,2,1
20041,2018,02_Febrero,Shock Cardiogenico con Infarto agudo al miocardio (IAM),1,EMRAP_2018_02_02 Shock Cardiogenico con Infarto agudo al miocardio (IAM),2018,2,0,sp,20041_2,2,1
20042,2018,02_Febrero,Teoria prospectiva,1,EMRAP_2018_02_03 Teoria prospectiva,2018,2,0,sp,20042_2,2,1
20043,2018,02_Febrero,Fiebre en pediatria,1,EMRAP_2018_02_04 Fiebre en pediatria,2018,2,0,sp,20043_2,2,1
20044,2018,02_Febrero,Peak,1,EMRAP_2018_02_05 Peak,2018,2,0,sp,20044_2,2,1
20045,2018,02_Febrero,Lo que podemos aprender,1,EMRAP_2018_02_06 Lo que podemos aprender,2018,2,0,sp,20045_2,2,1
20046,2018,02_Febrero,Sordera Subita ,1,EMRAP_2018_02_07 Sordera Subita ,2018,2,0,sp,20046_2,2,1
20047,2018,02_Febrero,Trauma Toracico,1,EMRAP_2018_02_08 Trauma Toracico,2018,2,0,sp,20047_2,2,1
20048,2018,02_Febrero,SHC,1,EMRAP_2018_02_09 SHC,2018,2,0,sp,20048_2,2,1
20049,2018,02_Febrero,POLST,1,EMRAP_2018_02_10 POLST,2018,2,0,sp,20049_2,2,1
20050,2018,02_Febrero,Pregunta para pacientes,1,EMRAP_2018_02_11 Pregunta para pacientes,2018,2,0,sp,20050_2,2,1
20051,2018,02_Febrero,HEART en el Registro Medico Electronico,1,EMRAP_2018_02_12 HEART en el Registro Medico Electronico,2018,2,0,sp,20051_2,2,1
20052,2018,02_Febrero,La pausa,1,EMRAP_2018_02_13 La pausa,2018,2,0,sp,20052_2,2,1
20053,2018,02_Febrero,Paper Chase 1,1,EMRAP_2018_02_14 Paper Chase 1,2018,2,0,sp,20053_2,2,1
20054,2018,02_Febrero,Paper Chase 2,1,EMRAP_2018_02_15 Paper Chase 2,2018,2,0,sp,20054_2,2,1
20055,2018,02_Febrero,Paper Chase 3,1,EMRAP_2018_02_16 Paper Chase 3,2018,2,0,sp,20055_2,2,1
20056,2018,02_Febrero,Paper Chase 4,1,EMRAP_2018_02_17 Paper Chase 4,2018,2,0,sp,20056_2,2,1
20057,2018,02_Febrero,Paper Chase 5,1,EMRAP_2018_02_18 Paper Chase 5,2018,2,0,sp,20057_2,2,1
20058,2018,02_Febrero,Exposicion a gas de cloro,1,EMRAP_2018_02_19 Exposicion a gas de cloro,2018,2,0,sp,20058_2,2,1
20059,2018,02_Febrero,Desde el correo ,1,EMRAP_2018_02_20 Desde el correo ,2018,2,0,sp,20059_2,2,1
20060,2018,02_Febrero,Febrero MP3 Resumen,1,EMRAP 2018 02 Febrero MP3 Resumen,2018,2,0,sp,20060_2,2,1
20061,2018,03_Marzo,Introduccion Marzo,1,EMRAP_2018_03_01 Introduccion Marzo ,2018,3,0,sp,20061_2,2,1
20062,2018,03_Marzo,Traslado prehospitalario,1,EMRAP_2018_03_02 Traslado prehospitalario,2018,3,0,sp,20062_2,2,1
